"","2094","2123","2141","2187","2478","2578","2662","2708","2907","3385","3657","3690","3902","3950","4091","4114","4211","4212","4842","5035","5291","5311","5394","5426","5453","5743","5746","6194","11683","13342","31703","36314","36462","57469","60198","60700","60750","68740","71384","77082","104741","104842","123631","126941","132971","148121","148124","163659","176870","176871","208908","216239","216326","216454","387447","444795","446556","452548","644241","667490","2723601","3062316","3081361","5288382","5311497","5329102","5352062","5360373","6445540","6450551","9826528","9854073","11626560","11960529","11977753","15953832","24776445","24856436","24958200","25126798","42611257"
"2094",0,0.544451112,0.230111225,0.113313434,0.19405196,0.368228689,0.185628843,0.127813422,0.421331271,0.890924015,0.813121902,0.417767699,0.156508685,0.490782313,0.45374727,0.730226562,0.303513209,-0.308812553,0.175533657,-0.312026816,-0.324631558,0.239841847,0.91638096,0.797352884,0.681438198,-0.101529364,0.090782631,0.499414347,-0.118349547,-0.633955524,-0.304404753,-0.619773794,-0.396220701,0.782840809,0.200812386,-0.070836139,0.58102098,0.34052749,0.384149207,-0.078420312,-0.502059016,0.14815303,-0.19171448,-0.175297045,0.130307089,-0.134420014,-0.611719931,-0.665537743,-0.032784584,-0.107917591,-0.411337068,-0.073512654,0.643878055,-0.029798936,-0.015648718,0.020387221,-0.118857173,-0.45255298,-0.15681371,0.920924527,0.906458244,-0.280595895,-0.13116589,-0.468780984,-0.604857119,-0.199700345,-0.326791275,-0.721478606,-0.472270067,0.127332636,0.084282644,-0.646758833,-0.031015949,0.771501811,-0.057516352,-0.254273803,0.08584272,-0.293638317,0.383711918,0.224004005,-0.088148203
"2123",0.544451112,0,0.214301061,0.08336111,0.185605767,0.369182534,0.01037974,0.325876999,0.353839074,0.479896713,0.554250709,0.353155275,0.076283013,0.471542082,0.454328083,0.303049634,0.173077876,-0.346328774,0.359570264,-0.282488171,-0.05252626,0.25175864,0.720199876,0.560596964,0.483630435,-0.170745045,0.077055202,0.478687839,-0.081605574,-0.330696971,-0.394534406,-0.516345125,-0.444015964,0.675113091,0.099850236,0.04874415,0.439470945,0.226163222,0.511580497,0.07279171,-0.313284888,-0.003452706,-0.036398337,-0.044645963,0.034390698,-0.158814548,-0.495990786,-0.560161454,-0.04417059,-0.160464336,-0.446794269,-0.178222638,0.507753528,0.228712957,-0.056709774,0.07950054,-0.29301185,-0.504306937,-0.117717113,0.478017198,0.469154089,0.049922571,-0.024405229,-0.382403702,-0.304075858,-0.006008482,-0.246946583,-0.570416612,-0.37730283,-0.113169824,-0.032770424,-0.486042167,-0.121959097,0.373306491,0.025156364,-0.133688854,-0.091617907,-0.006960821,0.103946172,0.093509388,-0.270308662
"2141",0.230111225,0.214301061,0,-0.01215806,0.456560677,0.567163972,-0.104381221,0.345189798,0.490269559,0.313247977,0.610880895,0.490377792,-0.040757046,0.54842871,0.494299323,0.00248066,0.059007797,-0.045173844,0.184065113,-0.447865714,-0.430898169,0.683762151,0.184925851,0.031007019,0.505761295,-0.180090558,0.071819541,0.35077582,-0.165423033,-0.53083352,-0.251934302,-0.459481127,-0.484290717,-0.049551222,-0.072321895,-0.516102809,0.09897592,0.591444769,0.281795958,0.001844685,-0.212102443,-0.548496465,-0.373888368,-0.155906762,-0.334663295,-0.103488068,-0.411924531,-0.465857808,-0.089408617,-0.109360674,-0.433890256,-0.194248166,0.251564835,-0.217369608,0.015006374,0.20927489,-0.05484257,-0.502849286,-0.475379719,0.279136534,0.269910947,-0.329661907,-0.293214989,-0.262117337,-0.525731489,-0.16844697,-0.086681234,-0.330024153,-0.393906722,-0.264266153,0.030545079,-0.423294184,-0.319985545,0.163165815,-0.435954612,-0.200579536,-0.130013199,-0.565071875,-0.213014972,-0.119887169,-0.329162407
"2187",0.113313434,0.08336111,-0.01215806,0,-0.001078916,0.038921228,0.002181819,-0.001072804,0.038652699,0.078866179,0.082660645,0.03878196,0.99295702,0.058278362,0.033384522,0.072189755,0.036268841,-0.109100447,0.013725559,-0.094353777,-0.064970266,0.008152395,0.106688394,0.045941807,0.077350591,-0.074557762,-0.063139566,0.02709535,-0.037906693,-0.130351852,-0.108156627,-0.121156582,-0.111068646,0.116443089,0.004806409,-0.085058537,0.008189329,-0.029882302,-0.039098882,-0.057045141,-0.079121785,-0.044741042,-0.062931199,-0.068270818,0.015051368,0.169818066,-0.125788001,-0.143673201,0.21829657,0.141606303,-0.07988369,-0.049410645,0.028995184,0.821993927,-0.025242645,-0.019164617,-0.09339571,-0.116205581,-0.029685235,0.09215869,0.089269761,-0.093732842,-0.036660501,-0.126701773,-0.125661224,-0.101772806,-0.101199624,-0.145995006,-0.110156795,0.013170831,-0.029645823,-0.11954156,-0.016177766,0.072351841,0.742684211,-0.068423089,-0.019592714,-0.062167274,0.055154347,0.943296525,-0.059797941
"2478",0.19405196,0.185605767,0.456560677,-0.001078916,0,0.433985678,0.362207397,0.244215895,0.314729983,0.262388518,0.431273374,0.31514076,-0.023484367,0.449254187,0.238711092,0.100004336,0.082822915,-0.208916966,0.176455495,-0.314011429,-0.49128185,0.419628116,0.186262557,0.149446308,0.398678559,-0.067820129,-0.041886204,0.259125474,0.001036685,-0.444839834,-0.259072708,-0.306830551,-0.328869314,-0.009623828,0.075047345,-0.428664495,0.09181975,0.137738157,0.107540511,-0.061637519,-0.109673522,-0.35593278,-0.376633148,-0.257068637,-0.143787339,-0.148423443,-0.28239107,-0.363271601,-0.065585327,-0.121515514,-0.005001056,-0.177879241,0.086767828,-0.188972201,-0.024051674,0.258565853,-0.199234652,-0.314036745,-0.396176441,0.265825961,0.243535187,-0.326050324,-0.287962113,-0.128992336,-0.430763683,-0.277184608,0.078554379,-0.318493529,-0.180180865,-0.111490037,0.001851278,-0.2758607,-0.309138697,0.019920791,-0.31079229,0.073620518,0.397543738,-0.520220719,-0.227388542,-0.10568148,0.184585282
"2578",0.368228689,0.369182534,0.567163972,0.038921228,0.433985678,0,-0.05330914,0.817710972,0.861885685,0.437881515,0.651036234,0.862725316,0.016040317,0.935982168,0.397484325,0.164827852,0.6782469,-0.160948943,0.259006254,-0.542976306,-0.490561077,0.68354655,0.356503821,0.23066319,0.452570147,-0.131116028,-0.030386521,0.886777117,-0.073533335,-0.594825367,-0.360727666,-0.465406714,-0.475197001,0.145032545,0.048298607,-0.508128167,0.208104598,0.228479413,0.236326915,0.387433637,-0.243494186,-0.429991665,-0.047147338,-0.219782196,-0.185679477,-0.137853891,-0.429636932,-0.528711104,-0.029086043,0.022405388,-0.302127252,0.098097305,0.181736009,-0.042558242,0.025320448,0.264145489,-0.140913865,-0.544468868,-0.387946903,0.34200788,0.319740065,-0.172322499,-0.272322394,-0.24104911,-0.577352614,-0.163739151,-0.173626893,-0.511294056,-0.447065771,-0.233390619,0.082145878,-0.429367446,0.163970477,0.22105036,-0.354454118,-0.226316949,0.336280873,-0.547644962,-0.14756187,-0.031849218,-0.09590985
"2662",0.185628843,0.01037974,-0.104381221,0.002181819,0.362207397,-0.05330914,0,-0.107058047,-0.055815617,0.316691568,0.044883851,-0.05553803,0.035870245,-0.052161578,-0.056933421,0.186139083,0.055689045,-0.234491519,-0.049634723,0.010701795,-0.086478548,-0.114447136,0.159613104,0.096078449,0.103015427,0.02024747,-0.18772139,-0.046801409,-0.115879903,-0.23425838,-0.18390878,-0.189136422,-0.185815987,0.217829462,-0.027512726,-0.111549466,0.498164559,-0.129898555,-0.206427025,-0.133249056,0.537450252,-0.004695982,0.214236285,-0.140559344,-0.007686904,-0.090369416,-0.228720581,-0.277033001,-0.021791676,-0.075803837,0.438734387,0.640931259,0.00259084,-0.048388046,-0.060477451,-0.11369423,-0.162535296,-0.118320351,0.596538703,0.216665982,0.209742782,-0.109174556,0.180546952,-0.265464699,-0.217678492,0.164551649,-0.143162786,-0.22648011,-0.196269696,0.259953509,0.489216816,-0.216874598,0.237395774,0.085219012,0.077821081,0.773745632,0.357584084,-0.081961976,0.157437484,0.043114284,0.736289175
"2708",0.127813422,0.325876999,0.345189798,-0.001072804,0.244215895,0.817710972,-0.107058047,0,0.753246511,0.157701178,0.383297982,0.755584667,-0.020188306,0.710418935,0.190227301,0.052507913,0.774331743,-0.270876111,0.202959668,-0.35409481,-0.331810288,0.477230089,0.129949299,0.053832324,0.204179463,-0.173006939,-0.190591569,0.771349935,-0.065856711,-0.41148878,-0.355573491,-0.363096349,-0.406881477,0.111597569,0.00390762,-0.37891725,0.004272554,0.146102861,0.023713806,0.60944301,-0.136601783,-0.360661732,0.106725048,0.019223512,-0.106240399,-0.03327705,-0.350367868,-0.434239334,-0.040361609,0.059374607,-0.161760581,0.063356057,0.004503314,0.090802035,-0.020463896,0.379784475,0.002696216,-0.448279562,-0.305166085,0.072882668,0.035414682,-0.049001401,-0.187151276,-0.243635445,-0.395991134,-0.230836974,-0.288984816,-0.498337359,-0.392963013,-0.208515262,-0.024024768,-0.327730217,0.288235926,-0.031746282,-0.201263613,-0.189548551,0.416086636,-0.395178935,-0.175445835,-0.091724454,-0.054925328
"2907",0.421331271,0.353839074,0.490269559,0.038652699,0.314729983,0.861885685,-0.055815617,0.753246511,0,0.443769807,0.600588088,0.9997592,0.013394393,0.849254973,0.337270119,0.227267557,0.761720423,-0.292867743,0.216814611,-0.493051201,-0.491281073,0.431744455,0.361465614,0.266620074,0.62995459,-0.060424124,-0.004680608,0.834038662,0.00055001,-0.520370436,-0.344481075,-0.454706641,-0.385111942,0.225134344,0.15038621,-0.417337321,0.226653714,0.376615634,0.20037177,0.39337394,-0.223161595,-0.302985732,-0.006723847,-0.330591049,0.044726219,-0.191292868,-0.416738454,-0.473855305,-0.062267628,0.009028117,-0.316839144,0.028424743,0.230507957,-0.019341496,-0.012908281,0.230917626,-0.281205929,-0.464917814,-0.399498903,0.364685072,0.336208663,-0.171161898,-0.261005046,-0.24212313,-0.503589651,-0.253323981,-0.180390118,-0.550541074,-0.331860324,-0.278102196,0.014855319,-0.410849366,0.264250741,0.251806842,-0.312686694,-0.187775616,0.352666511,-0.515552653,-0.097618568,-0.011706283,-0.082573026
